"SPECIES_NAME","SPECIES","BARCODE","SEX","LENGTH_CM","WEIGHT_KG","AGE","HAUL_NUMBER","HAUL_JOIN","RETRIEVAL_DATE","DEPLOYMENT_DATE","NMFS_AREA","GEAR","GEAR_DESCRIPTION","VESSEL_TYPE","VESSEL_TYPE_DESCRIPTION","SAMPLING_PLATFORM","CDQ_CODE","PREDOMINANT_SPECIES_IN_HAUL","LATDD_END","LATDD_START","LONDD_END","LONDD_START","BOTTOM_DEPTH_FATHOMS","CRUISE","PERMIT","VESSEL_OR_PLANT","YEAR"
"YELLOWFIN SOLE",140,1329463,"F",36,0.49,,849,23676005822000001702,17-SEP-19,17-SEP-19,524,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.4,58.23333,-170.68333,-170.6,42,23676,"5822","ENTERPRISE",2019
"YELLOWFIN SOLE",140,1251992,"M",29,0.3,,477,23365003369000000956,07-JUN-19,07-JUN-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.15,58.19667,-164.96,-164.97833,22,23365,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1227925,"F",33,0.42,10,398,23370001610000000796,21-MAY-19,21-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.36167,58.375,-164.44167,-164.59,21,23370,"1610","REBECCA IRENE",2019
"YELLOWFIN SOLE",140,1256832,"M",32,0.36,,2018,23380003423000000742,18-MAY-19,18-MAY-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",59.51917,59.47111,-164.20194,-163.95056,8,23380,"3423","ALASKA WARRIOR",2019
"YELLOWFIN SOLE",140,1256837,"F",24,0.16,5,331,23380003423000000824,26-MAY-19,26-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.44333,58.37,-165.07167,-164.935,20,23380,"3423","ALASKA WARRIOR",2019
"YELLOWFIN SOLE",140,1254005,"M",29,0.26,17,302,23381003367000000604,08-MAY-19,08-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.47167,58.63667,-159.215,-159.37167,5,23381,"3367","LEGACY",2019
"YELLOWFIN SOLE",140,735941,"M",31,0.32,,424,23385034017000000848,10-MAY-19,10-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.18,58.07167,-167.39667,-167.15667,32,23385,"34017","ARAHO",2019
"YELLOWFIN SOLE",140,1212907,"M",33,0.5,,431,23390002800000005750,14-MAY-19,14-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.38028,59.29417,-164.21972,-164.54,10,23390,"2800","US INTREPID",2019
"YELLOWFIN SOLE",140,1097969,"F",32,0.32,,259,23397003694000000528,07-APR-19,07-APR-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.905,58.03833,-163.01,-163.02167,20,23397,"3694","ARICA",2019
"YELLOWFIN SOLE",140,638021,"F",21,0.12,,437,23399001879000005548,04-JUN-19,04-JUN-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.89667,59.06833,-163.15667,-163.46,12,23399,"1879","AMERICAN NO I",2019
"YELLOWFIN SOLE",140,1221647,"F",35,0.5,,339,23403004092000000680,05-MAY-19,05-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.03,58.89167,-165.45833,-165.24667,13,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1228550,"M",32,0.32,,717,23591001610000001434,28-AUG-19,27-AUG-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.63,56.79667,-165.53833,-165.71667,41,23591,"1610","REBECCA IRENE",2019
"YELLOWFIN SOLE",140,1334992,"M",25,0.19,,553,23723000661000001112,12-SEP-19,11-SEP-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C55","Flatfish",58.27667,58.27833,-163.63,-163.08833,18,23723,"661","NORTHERN GLACIER",2019
"YELLOWFIN SOLE",140,1195233,"F",29,0.26,,55,23127003835000000150,17-FEB-19,17-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.70333,56.74833,-166.18,-166.51167,43,23127,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1195211,"F",41,0.86,,127,23127003835000000318,07-MAR-19,07-MAR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C51","Flatfish",57.135,56.97833,-166.75,-166.48167,38,23127,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1211849,"F",33,0.43,,986,23731003835000002272,20-OCT-19,20-OCT-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.13,57.14167,-165.56333,-165.525,36,23731,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1211842,"F",35,0.49,24,1006,23731003835000002312,24-OCT-19,24-OCT-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.12167,57.00333,-165.38167,-164.99833,35,23731,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1280259,"F",37,0.65,,287,23738001996000001030,29-SEP-19,29-SEP-19,524,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C56","Flatfish",58.73,58.46833,-170.38167,-170.60333,39,23738,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1280234,"F",34,0.52,,292,23738001996000001040,01-OCT-19,30-SEP-19,524,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C56","Flatfish",59.52667,59.63833,-170.65167,-170.80167,36,23738,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1315223,"M",33,0.42,,738,23744034249000000234,10-OCT-19,10-OCT-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C52","Flatfish",58.57833,58.55667,-165.4,-165.19667,20,23744,"34249","SEAFREEZE AMERICA",2019
"YELLOWFIN SOLE",140,1247308,"M",27,0.2,,14,23130004092000000030,25-JAN-19,25-JAN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.69667,57.49167,-167.26167,-167.45833,36,23130,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1247354,"F",32,0.34,,86,23130004092000000174,19-FEB-19,19-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.64667,57.81833,-168.42333,-168.17333,36,23130,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1247331,"F",38,0.7,,106,23130004092000000214,23-FEB-19,23-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.67333,57.755,-168.00167,-168.405,36,23130,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1247379,"F",39,0.72,,153,23130004092000000308,11-MAR-19,11-MAR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.57167,57.60333,-166.45,-166.745,38,23130,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1239126,"M",38,0.68,,185,23131002123000000376,11-APR-19,11-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.04167,58.04167,-163.85333,-163.425,22,23131,"2123","VAERDAL",2019
"YELLOWFIN SOLE",140,642439,"M",37,0.56,,10,23133002800000004830,22-JAN-19,22-JAN-19,516,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.055,57.03,-162.29833,-162.025,31,23133,"2800","US INTREPID",2019
"YELLOWFIN SOLE",140,1196927,"M",33,0.35,16,40,23133002800000004890,30-JAN-19,30-JAN-19,516,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.08667,57.10333,-162.52833,-162.44333,30,23133,"2800","US INTREPID",2019
"YELLOWFIN SOLE",140,1236834,"M",39,0.69,,271,23133002800000005354,27-MAR-19,27-MAR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.915,57.91167,-168.48167,-168.165,36,23133,"2800","US INTREPID",2019
"YELLOWFIN SOLE",140,1212022,"M",35,0.5,,280,23133002800000005374,31-MAR-19,31-MAR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.68667,57.65167,-168.08167,-168.17167,36,23133,"2800","US INTREPID",2019
"YELLOWFIN SOLE",140,1213058,"F",35,0.44,,100,23140000661000000202,28-FEB-19,28-FEB-19,516,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C55","PCod",55.77667,55.90667,-162.56,-162.195,27,23140,"661","NORTHERN GLACIER",2019
"YELLOWFIN SOLE",140,1195223,"F",32,0.32,,14,23142003835000000036,02-FEB-19,02-FEB-19,516,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.11833,57.14667,-162.25167,-162.01167,31,23142,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1195226,"F",31,0.42,,24,23142003835000000066,06-FEB-19,06-FEB-19,516,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.24667,57.27,-162.83167,-162.37333,28,23142,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1195247,"M",33,0.36,,29,23142003835000000078,07-FEB-19,07-FEB-19,516,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.04833,57.14,-162.36167,-162.04,30,23142,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,635094,"M",32,0.36,,207,23418034969000000472,12-MAY-19,12-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.12,59.155,-165.54667,-165.56167,14,23418,"34969","AMERICAS FINEST",2019
"YELLOWFIN SOLE",140,1236641,"M",31,0.32,,262,23418034969000000594,27-MAY-19,27-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.21833,59.01333,-163.20167,-163.105,9,23418,"34969","AMERICAS FINEST",2019
"YELLOWFIN SOLE",140,1181040,"F",18,0.06,8,355,23419002110000000712,28-MAY-19,28-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.7,58.58333,-159.6,-159.45,6,23419,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,1230494,"F",27,0.2,,404,23419002110000000810,06-JUN-19,05-JUN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.75,56.73333,-165.88333,-166.3,41,23419,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,1253814,"F",35,0.52,,266,23149001879000005152,04-APR-19,04-APR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.76667,56.69833,-166.39,-166.68667,47,23149,"1879","AMERICAN NO I",2019
"YELLOWFIN SOLE",140,1235149,"M",33,0.4,,174,23158004093000000438,16-MAR-19,16-MAR-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.23667,57.11833,-163.18,-163.53,30,23158,"4093","ALASKA VICTORY",2019
"YELLOWFIN SOLE",140,1364710,"F",36,0.49,,805,23791004635000001620,30-SEP-19,30-SEP-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.04333,58.03833,-169.11667,-168.66833,36,23791,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1364786,"M",34,0.37,,960,23791004635000001930,13-NOV-19,12-NOV-19,524,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.54167,58.32167,-170.765,-170.76167,42,23791,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1259761,"F",37,0.64,15,96,23149001879000004800,16-FEB-19,16-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.77,56.77833,-166.56,-166.355,44,23149,"1879","AMERICAN NO I",2019
"YELLOWFIN SOLE",140,1212940,"F",30,0.27,10,406,23390002800000005700,08-MAY-19,08-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.75333,58.78222,-163.52667,-163.49,13,23390,"2800","US INTREPID",2019
"YELLOWFIN SOLE",140,1194457,"M",32,0.36,13,199,23271002134000000598,28-MAR-19,28-MAR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.76833,57.79333,-168.33,-168.20167,37,23271,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1260573,"M",32,0.32,,6,23276004635000000012,26-JAN-19,26-JAN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.87667,57.635,-167.19333,-166.88167,36,23276,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1265793,"F",33,0.46,,804,23637003369000001612,20-SEP-19,20-SEP-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.02833,57.11,-166.23667,-166.50667,38,23637,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1247041,"F",34,0.45,,9,23291003819000000018,22-JAN-19,22-JAN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.46667,57.38333,-167.28333,-167.4,38,23291,"3819","ALASKA SPIRIT",2019
"YELLOWFIN SOLE",140,1077810,"M",27,0.21,,40,23291003819000000084,29-JAN-19,29-JAN-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.2,57.21667,-163.01667,-163.26667,29,23291,"3819","ALASKA SPIRIT",2019
"YELLOWFIN SOLE",140,1208845,"M",34,0.42,,107,23292003694000000218,22-FEB-19,22-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.82833,57.69583,-168.40333,-168.40833,37,23292,"3694","ARICA",2019
"YELLOWFIN SOLE",140,688846,"M",33,0.36,,48,23305003369000000096,17-FEB-19,17-FEB-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.67528,56.66389,-166.40861,-166.08417,43,23305,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1167692,"F",26,0.21,,482,23506004635000000966,28-JUN-19,28-JUN-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.74167,57.84167,-167.45667,-167.675,36,23506,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1187435,"F",33,0.48,,518,23506004635000001038,08-JUL-19,08-JUL-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.26167,57.23333,-166.735,-166.47333,37,23506,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1240144,"F",26,0.18,,582,23506004635000001166,28-JUL-19,28-JUL-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.85167,57.67167,-167.375,-167.325,35,23506,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1228506,"M",27,0.25,,598,23506004635000001198,31-JUL-19,31-JUL-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Pollock",57.45,57.50333,-167.01167,-167.34167,36,23506,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1363901,"F",37,0.57,,950,23897003367000001904,20-NOV-19,20-NOV-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.00833,57.16,-167.42833,-167.73833,40,23897,"3367","LEGACY",2019
"YELLOWFIN SOLE",140,635045,"F",36,0.44,,84,23307002110000000168,13-MAR-19,13-MAR-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",56.61667,56.65,-164.28333,-164.61667,39,23307,"2110","CAPE HORN",2019
"YELLOWFIN SOLE",140,1378984,"F",31,0.35,9,675,23654002733000002568,06-SEP-19,06-SEP-19,524,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.795,59.15,-170.85667,-171.115,40,23654,"2733","SEAFREEZE ALASKA",2019
"YELLOWFIN SOLE",140,1333714,"F",30,0.35,10,765,23656002134000001808,10-SEP-19,10-SEP-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.46667,57.50333,-167.63,-168.045,38,23656,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1333723,"F",31,0.39,,768,23656002134000001818,11-SEP-19,11-SEP-19,524,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.57333,58.40833,-170.155,-170.19333,37,23656,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1251947,"M",27,0.2,10,253,23317003369000000506,09-APR-19,09-APR-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.77833,57.98667,-163.055,-163.01167,22,23317,"3369","UNIMAK",2019
"YELLOWFIN SOLE",140,1215575,"M",30,0.27,,5108,23325002733000001262,06-MAY-19,06-MAY-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.57833,58.58833,-159.55667,-159.54167,9,23325,"2733","SEAFREEZE ALASKA",2019
"YELLOWFIN SOLE",140,1215566,"M",29,0.28,10,241,23325002733000001322,10-MAY-19,09-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C52","Flatfish",58.585,58.505,-159.36,-159.44333,6,23325,"2733","SEAFREEZE ALASKA",2019
"YELLOWFIN SOLE",140,1265692,"M",33,0.37,19,803,23656002134000001926,22-SEP-19,21-SEP-19,524,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.88167,58.88667,-170.50167,-171.00833,39,23656,"2134","OCEAN PEACE",2019
"YELLOWFIN SOLE",140,1218604,"M",29,0.26,,136,23355034249000000884,12-APR-19,12-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.34667,59.175,-164.35667,-164.335,10,23355,"34249","SEAFREEZE AMERICA",2019
"YELLOWFIN SOLE",140,1215357,"M",33,0.34,,1189,23355034249000000956,22-APR-19,22-APR-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.85333,59.055,-163.32833,-163.52167,7,23355,"34249","SEAFREEZE AMERICA",2019
"YELLOWFIN SOLE",140,1215390,"M",33,0.4,25,177,23355034249000001160,11-MAY-19,10-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.03333,58.84,-163.73667,-163.29167,11,23355,"34249","SEAFREEZE AMERICA",2019
"YELLOWFIN SOLE",140,1236168,"M",32,0.35,,206,23368004635000000412,04-APR-19,04-APR-19,513,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",57.955,57.955,-168.455,-168.93167,38,23368,"4635","DEFENDER",2019
"YELLOWFIN SOLE",140,1329460,"F",34,0.41,,877,23676005822000001760,26-SEP-19,26-SEP-19,524,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.66667,58.45,-170.66667,-170.68333,41,23676,"5822","ENTERPRISE",2019
"YELLOWFIN SOLE",140,1073563,"M",26,0.19,,282,23370001610000000564,17-APR-19,17-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.34667,58.46,-163.71333,-163.27667,19,23370,"1610","REBECCA IRENE",2019
"YELLOWFIN SOLE",140,1227930,"M",28,0.28,,354,23370001610000000708,08-MAY-19,08-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.42667,58.49,-163.79667,-163.73833,17,23370,"1610","REBECCA IRENE",2019
"YELLOWFIN SOLE",140,1256851,"M",25,0.18,10,292,23380003423000000732,18-MAY-19,17-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.645,59.65167,-164.64333,-164.65667,8,23380,"3423","ALASKA WARRIOR",2019
"YELLOWFIN SOLE",140,1256860,"M",34,0.46,,4048,23380003423000000872,02-JUN-19,01-JUN-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","C51","Flatfish",58.79167,58.96167,-165.90333,-165.36167,14,23380,"3423","ALASKA WARRIOR",2019
"YELLOWFIN SOLE",140,1243113,"F",23,0.12,7,209,23382002123000000426,21-APR-19,20-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.53333,58.725,-163.52,-163.99833,17,23382,"2123","VAERDAL",2019
"YELLOWFIN SOLE",140,1232192,"M",27,0.21,,106,23388001996000000518,24-APR-19,24-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.78667,58.57167,-163.075,-163.03,13,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1231778,"F",18,0.06,7,1149,23388001996000000628,10-MAY-19,10-MAY-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.54333,58.62167,-159.29,-159.44167,7,23388,"1996","KATIE ANN",2019
"YELLOWFIN SOLE",140,1240693,"M",23,0.14,,356,23397003694000000726,07-MAY-19,07-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.99,58.84667,-163.42667,-163.25333,11,23397,"3694","ARICA",2019
"YELLOWFIN SOLE",140,1240052,"M",35,0.5,,254,23401000661000000512,20-APR-19,19-APR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.15333,58.17833,-163.37333,-163.85167,20,23401,"661","NORTHERN GLACIER",2019
"YELLOWFIN SOLE",140,1240086,"F",34,0.4,,331,23401000661000000666,10-MAY-19,10-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.95,58.93333,-163.80333,-163.32667,12,23401,"661","NORTHERN GLACIER",2019
"YELLOWFIN SOLE",140,1218048,"M",32,0.35,15,389,23402003835000000896,14-MAY-19,14-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C51","Flatfish",59.37833,59.35333,-163.78833,-163.805,7,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1218014,"M",30,0.36,,433,23402003835000000986,24-MAY-19,24-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.15333,58.07667,-164.56167,-164.895,22,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1235285,"F",37,0.6,,148,23131002123000000302,28-MAR-19,28-MAR-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Pollock",57.60167,57.405,-164.195,-164.20667,31,23131,"2123","VAERDAL",2019
"YELLOWFIN SOLE",140,1243119,"M",31,0.28,,159,23131002123000000324,30-MAR-19,30-MAR-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.07167,58.05167,-162.66667,-162.98667,20,23131,"2123","VAERDAL",2019
"YELLOWFIN SOLE",140,1212971,"M",36,0.53,,3006,23133002800000005476,12-APR-19,12-APR-19,514,1,"Non Pelagic Trawl",2,"Mothership - Unsorted Catch","Halibut decksorting EFP","","Flatfish",58.04167,58.05,-163.145,-162.99167,21,23133,"2800","US INTREPID",2019
"YELLOWFIN SOLE",140,1218002,"M",30,0.31,12,460,23402003835000001046,30-MAY-19,30-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.49333,58.48333,-164.90667,-164.99,20,23402,"3835","SEAFISHER",2019
"YELLOWFIN SOLE",140,1221639,"F",38,0.66,,350,23403004092000000702,07-MAY-19,07-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.08667,59.01833,-166.4,-165.97833,14,23403,"4092","CONSTELLATION",2019
"YELLOWFIN SOLE",140,1046689,"M",35,0.48,15,392,23407005822000000788,16-MAY-19,16-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",59.26667,59.25,-164.3,-163.9,10,23407,"5822","ENTERPRISE",2019
"YELLOWFIN SOLE",140,1166699,"M",31,0.31,,447,23407005822000000898,01-JUN-19,01-JUN-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.6,58.61667,-159.41667,-159.43333,4,23407,"5822","ENTERPRISE",2019
"YELLOWFIN SOLE",140,1272834,"F",37,0.58,,497,23411003819000000998,28-MAY-19,28-MAY-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","","Flatfish",58.36667,58.36667,-164.16667,-164.6,22,23411,"3819","ALASKA SPIRIT",2019
"YELLOWFIN SOLE",140,1334921,"M",30,0.24,12,543,23723000661000001092,09-SEP-19,09-SEP-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C55","Flatfish",58.12833,58.37667,-163.25167,-163.58833,19,23723,"661","NORTHERN GLACIER",2019
"YELLOWFIN SOLE",140,1334988,"F",31,0.38,,590,23723000661000001188,26-SEP-19,25-SEP-19,509,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C55","Flatfish",57.92333,57.65667,-163.16167,-162.99,22,23723,"661","NORTHERN GLACIER",2019
"YELLOWFIN SOLE",140,1334952,"M",29,0.26,,651,23723000661000001310,11-OCT-19,11-OCT-19,514,1,"Non Pelagic Trawl",1,"Catcher/Processor Vessel","Halibut decksorting EFP","C53","Flatfish",58.125,58.04667,-169.41667,-168.87167,36,23723,"661","NORTHERN GLACIER",2019
