Year,Week Ending Date,Month,Day,Year,Week Number,WED (mmdd),Detail Record Count,Date Received from AKR,Date Loaded to Repository,Processor Federal Permit,Processor Vessel Name,Processor Name,Processor Plant/Operation,Vessel ADFG,Vessel Name,Vessel Length,Trip Target Group,Trip Target Name,Species Group,Species,Gear,FMP Area,FMP Subarea,NMFS Area,Retained/Discarded,# Distinct Processors,# Distinct Vessels,Conf Flag,Catch (mt),Weight Posted (Sum),Reporting Area Code
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,51347,KONA KAI,112,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.274339984,0.274339984,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,61571,GUARDIAN,99,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.372382037,0.372382037,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,76477,CLAIRE OCEANA,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.356147354,0.356147354,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,4,NEW VENTURE,102,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Discarded,1,1,1,0.011606772,0.011606772,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,20745,BILLIKIN,135,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.34370095,0.34370095,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,33704,TRAIL BLAZER,134,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.225995704,0.225995704,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,35683,FARWEST LEADER,101,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Discarded,1,1,1,0.009428226,0.009428226,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,37210,ARCTIC LADY,133,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.374672026,0.374672026,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,38923,BRENNA A,107,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.227952362,0.227952362,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,42892,DEVOTION,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.009746034,0.009746034,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,44971,BARBARA J,110,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.340527979,0.340527979,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,68008,OCEAN BAY,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.006803526,0.006803526,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,69625,SCOTCH CAP,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Discarded,1,1,1,0.003992271,0.003992271,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,75998,ICY MIST,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.009622952,0.009622952,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,76034,CYNOSURE,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Discarded,1,1,1,0.00806295,0.00806295,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,76787,KAIA,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Discarded,1,1,1,0.005895953,0.005895953,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,76842,ANTHEM,57,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.00959682,0.00959682,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,76858,AFOGNAK STRAIT,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.010570892,0.010570892,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,77747,VIGILANT,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.01042614,0.01042614,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5306,,"""""",,77897,ORACLE,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.017832243,0.017832243,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,37,ATLANTICO,98,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Discarded,1,1,1,0.00752151,0.00752151,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,303,POLAR SEA,104,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.236120903,0.236120903,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,4147,BERING STAR,108,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.122500889,0.122500889,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,4147,BERING STAR,108,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Retained,1,1,1,0.022,0.022,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,35977,PACIFIC SUN,121,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.280262202,0.280262202,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,35977,PACIFIC SUN,121,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Retained,1,1,1,0.088,0.088,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,75473,SAINT PAUL,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Discarded,1,1,1,0.007120584,0.007120584,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,75473,SAINT PAUL,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Retained,1,1,1,0.001,0.001,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,76769,SAINT PETER,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Discarded,1,1,1,0.007159082,0.007159082,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5310,,"""""",,76769,SAINT PETER,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,517,Retained,1,1,1,0.003,0.003,517
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,7,PACIFIC MARINER,126,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.108663942,0.108663942,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,222,NORDIC MARINER,120,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.033548454,0.033548454,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,8411,BRISTOL MARINER,125,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.166854848,0.166854848,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,8411,BRISTOL MARINER,125,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Retained,1,1,1,0.028,0.028,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,31792,ARCTIC MARINER,125,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.142107707,0.142107707,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,35844,ALEUTIAN MARINER,118,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.129301348,0.129301348,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,35844,ALEUTIAN MARINER,118,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Retained,1,1,1,0.002,0.002,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,47511,RAVEN BAY,56,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.002408582,0.002408582,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5320,,"""""",,47952,BRUIN,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.006931706,0.006931706,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5323,,"""""",,97,OCEAN FURY,124,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.178386552,0.178386552,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5323,,"""""",,991,PACIFIC SOUNDER,98,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.226746802,0.226746802,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5323,,"""""",,24592,COMMITMENT,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.007360544,0.007360544,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5323,,"""""",,76935,CASCADE,48,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.005360927,0.005360927,519
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5323,,"""""",,77084,VICTORY,112,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.26314171,0.26314171,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5358,,"""""",,960,KEVLEEN K,104,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.728152092,0.728152092,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5358,,"""""",,996,VALIANT,111,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.288646005,0.288646005,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5358,,"""""",,3525,KODIAK,111,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.260365312,0.260365312,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5358,,"""""",,36800,SEABROOKE,109,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.532558605,0.532558605,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5358,,"""""",,61954,FARRAR SEA,100,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.26716894,0.26716894,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,5358,,"""""",,70770,SANDRA FIVE,113,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.12839968,0.12839968,509
2019,1/5/19,1,5,2019,1,105,1,9/29/19 19:36,10/1/19 7:45,7161,ALEUTIAN SABLE,"""""",,72318,ALEUTIAN SABLE,124,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.32612,0.32612,509
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,2090,BLUE GADUS,"""""",,62933,BLUE GADUS,152,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,521,Discarded,1,1,1,0.01685,0.01685,521
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,278,BOUNTIFUL,"""""",,34053,BOUNTIFUL,165,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,521,Discarded,1,1,1,0.01288,0.01288,521
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,29997,BERING LEADER,"""""",,74669,BERING LEADER,124,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,521,Discarded,1,1,1,0.00754,0.00754,521
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,33320,NORTHERN LEADER,"""""",,77393,NORTHERN LEADER,184,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,524,Retained,1,1,1,0.34685,0.34685,524
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,33470,ARCTIC PROWLER,"""""",,77470,ARCTIC PROWLER,136,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,524,Discarded,1,1,1,0.07916,0.07916,524
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,3406,PAVLOF,"""""",,37374,PAVLOF,166,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,512,Discarded,1,1,1,6.52341,6.52341,512
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,34615,FV FLICKA,"""""",,78412,FV FLICKA,140,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,521,Discarded,1,1,1,4.47315,4.47315,521
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,34707,,"""""",,5721,DELIVERANCE,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,AI,542,Discarded,1,1,1,0.118530745,0.118530745,542
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,34707,,"""""",,57971,VIEKODA BAY,102,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,AI,542,Discarded,1,1,1,0.049413083,0.049413083,542
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,34707,,"""""",,78286,FV WINTER BAY,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,AI,542,Discarded,1,1,1,0.10652347,0.10652347,542
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,3672,FRONTIER MARINER,"""""",,59380,FRONTIER MARINER,135,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,513,Discarded,1,1,1,8.60618,8.60618,513
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,3672,FRONTIER MARINER,"""""",,59380,FRONTIER MARINER,135,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,517,Discarded,1,1,1,0.55747,0.55747,517
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,3673,FRONTIER SPIRIT,"""""",,59381,FRONTIER SPIRIT,135,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,513,Discarded,1,1,1,2.44342,2.44342,513
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,4102,ALEUTIAN LADY,"""""",,56126,ALEUTIAN LADY,165,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,521,Discarded,1,1,1,0.36164,0.36164,521
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,4450,FRONTIER EXPLORER,"""""",,62169,FRONTIER EXPLORER,135,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,513,Discarded,1,1,1,5.13508,5.13508,513
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,4463,CLIPPER EPIC,"""""",,38549,CLIPPER EPIC,172,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,513,Discarded,1,1,1,5.91259,5.91259,513
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,4463,CLIPPER EPIC,"""""",,38549,CLIPPER EPIC,172,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,517,Discarded,1,1,1,0.11456,0.11456,517
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,4598,ALASKAN LEADER,"""""",,62437,ALASKAN LEADER,150,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",HAL,BSAI,BS,521,Discarded,1,1,1,0.12681,0.12681,521
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,2,ICELANDER,100,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.096256987,0.096256987,519
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,41044,JUST IN CASE,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.001845063,0.001845063,519
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,41715,SUMMER BAY,113,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.085469939,0.085469939,509
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,46309,CAPE CAUTION,108,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.243159372,0.243159372,509
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,51347,KONA KAI,112,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.327993216,0.327993216,509
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,55741,LINNEA,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.00058783,0.00058783,519
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,61571,GUARDIAN,99,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.233460679,0.233460679,509
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,61954,FARRAR SEA,100,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,509,Discarded,1,1,1,0.116572345,0.116572345,509
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,76477,CLAIRE OCEANA,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.293794104,0.293794104,519
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,76676,MISS COURTNEY KIM,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.000610762,0.000610762,519
2019,1/12/19,1,12,2019,2,112,1,9/29/19 19:36,10/1/19 7:45,5293,GORDON JENSEN,"""""",,77199,DANGEROUS CAPE,58,Pacific Cod,Pacific Cod,Yellowfin Sole,"""sole, yellowfin""",POT,BSAI,BS,519,Discarded,1,1,1,0.000951569,0.000951569,519
