Year,month,day,Weight,vessel type,vessel type,vessel type,latitude,longitude,Month
2019,1,7,119.09,1,1,1,55.35,-163.683,January
2019,1,7,70.88,1,1,1,55.358,-163.742,January
2019,1,7,359.51,1,1,1,56.758,-168.095,January
2019,1,7,104.61,1,1,1,56.283,-161.848,January
2019,1,7,2.03,1,1,1,59.28,-173.445,January
2019,1,7,39.97,3,3,3,55.217,-164.381,January
2019,1,7,5.88,1,1,1,56.91,-170.461,January
2019,1,7,557.47,1,1,1,56.488,-166.5,January
2019,1,7,316.58,1,1,1,56.668,-166.728,January
2019,1,7,78.76,1,1,1,55.35,-163.708,January
2019,1,7,44.93,1,1,1,56.248,-161.933,January
2019,1,7,21.11,1,1,1,55.317,-163.767,January
2019,1,8,74.69,1,1,1,55.367,-163.667,January
2019,1,8,7.12,1,1,1,59.282,-173.577,January
2019,1,8,2.33,1,1,1,56.863,-170.669,January
2019,1,8,67.65,1,1,1,56.91,-170.461,January
2019,1,8,602.95,1,1,1,56.502,-166.418,January
2019,1,8,1.76,3,3,3,54.569,-165.048,January
2019,1,8,499.31,1,1,1,56.833,-167.633,January
2019,1,8,5.6,1,1,1,56.863,-170.558,January
2019,1,8,77.84,1,1,1,55.375,-163.683,January
2019,1,8,36.24,1,1,1,55.367,-163.7,January
2019,1,8,248.57,1,1,1,56.35,-161.74,January
2019,1,8,535.31,1,1,1,56.748,-166.748,January
2019,1,8,52.65,3,3,3,55.298,-164.322,January
2019,1,8,19.1,1,1,1,59.599,-173.728,January
2019,1,8,88.65,1,1,1,55.358,-163.742,January
2019,1,8,202.83,1,1,1,56.907,-167.835,January
2019,1,8,106.01,1,1,1,56.91,-170.461,January
2019,1,8,104.11,1,1,1,56.281,-161.849,January
2019,1,8,2.37,1,1,1,59.283,-173.515,January
2019,1,8,1064.13,1,1,1,57.767,-170.675,January
2019,1,8,18.72,1,1,1,56.248,-161.915,January
2019,1,8,265.94,1,1,1,56.723,-167.533,January
2019,1,8,977.24,1,1,1,57.783,-170.892,January
2019,1,9,156.6,1,1,1,56.34,-161.736,January
2019,1,9,128.3,3,3,3,55.679,-163.532,January
2019,1,9,670.29,1,1,1,56.78,-167.452,January
2019,1,9,29.7,3,3,3,55.259,-164.222,January
2019,1,9,7.28,1,1,1,59.547,-173.63,January
2019,1,9,123.26,3,3,3,55.68,-163.533,January
2019,1,9,112.4,1,1,1,55.35,-163.683,January
2019,1,9,6.58,1,1,1,57.046,-170.753,January
2019,1,9,18.2,1,1,1,57.012,-170.667,January
2019,1,9,229.69,1,1,1,56.318,-161.76,January
2019,1,9,155.75,1,1,1,56.272,-161.853,January
2019,1,9,654.34,1,1,1,56.751,-166.758,January
2019,1,9,9.23,3,3,3,54.978,-164.969,January
2019,1,9,57.01,1,1,1,55.367,-163.667,January
2019,1,9,470.05,1,1,1,56.686,-166.481,January
2019,1,9,339.41,1,1,1,56.751,-166.818,January
2019,1,9,9.2,1,1,1,60.35,-174.317,January
2019,1,9,612.88,1,1,1,56.553,-166.488,January
2019,1,9,31.93,1,1,1,59.605,-173.657,January
2019,1,9,143.58,1,1,1,56.275,-161.823,January
2019,1,9,24.37,3,3,3,55.279,-164.206,January
2019,1,9,28.95,1,1,1,55.367,-163.7,January
2019,1,9,402.5,1,1,1,56.762,-167.552,January
2019,1,9,125.74,1,1,1,56.94,-167.875,January
2019,1,10,46.53,3,3,3,,,January
2019,1,10,123.45,1,1,1,55.367,-163.7,January
2019,1,10,331.98,1,1,1,56.809,-167.446,January
2019,1,10,276.6,1,1,1,56.878,-167.893,January
2019,1,10,66.97,3,3,3,55.168,-164.373,January
2019,1,10,6.8,3,3,3,,,January
2019,1,10,9.12,3,3,3,,,January
2019,1,10,776,1,1,1,56.705,-166.453,January
2019,1,10,260.93,1,1,1,56.384,-161.682,January
2019,1,10,79.45,1,1,1,60.289,-174.042,January
2019,1,10,163.25,1,1,1,56.353,-161.719,January
2019,1,10,8.59,1,1,1,57.046,-170.753,January
2019,1,10,24.27,1,1,1,57.012,-170.667,January
2019,1,10,19.38,1,1,1,60.39,-174.048,January
2019,1,10,19.14,1,1,1,55.333,-163.75,January
2019,1,10,87.35,3,3,3,55.167,-164.376,January
2019,1,10,503.15,1,1,1,56.818,-166.705,January
2019,1,10,55,3,3,3,55.255,-164.066,January
2019,1,11,21.81,3,3,3,,,January
2019,1,11,8.7,1,1,1,55.35,-163.708,January
2019,1,11,6.3,3,3,3,55.229,-164.174,January
2019,1,11,275.85,1,1,1,56.298,-161.825,January
2019,1,11,2.19,1,1,1,57.046,-170.753,January
2019,1,11,4.72,3,3,3,,,January
2019,1,11,24.39,1,1,1,55.342,-163.733,January
2019,1,11,2.1,1,1,1,57.053,-170.782,January
2019,1,11,31.47,3,3,3,55.208,-164.314,January
2019,1,11,12.66,1,1,1,55.333,-163.725,January
2019,1,12,366.85,1,1,1,56.803,-167.293,January
2019,1,12,342.83,1,1,1,56.837,-167.315,January
2019,1,12,455.32,1,1,1,56.396,-161.716,January
2019,1,12,3.8,1,1,1,57.009,-170.599,January
2019,1,12,68.39,1,1,1,56.326,-161.796,January
2019,1,12,99.14,1,1,1,55.367,-163.7,January
2019,1,12,83.39,1,1,1,55.358,-163.667,January
2019,1,12,42.32,1,1,1,55.333,-163.725,January
2019,1,12,19.25,1,1,1,57.012,-170.666,January
2019,1,12,496.16,1,1,1,56.758,-166.783,January
2019,1,12,81.4,1,1,1,55.358,-163.708,January
2019,1,12,859.1,1,1,1,56.703,-166.363,January
2019,1,13,710.61,1,1,1,56.782,-167.273,January
2019,1,13,1.87,1,1,1,57.047,-170.745,January
2019,1,13,453.49,1,1,1,56.366,-161.703,January
2019,1,13,1.5,3,3,3,55.35,-163.998,January
2019,1,13,172.3,1,1,1,55.333,-163.725,January
2019,1,13,932.95,1,1,1,56.57,-166.26,January
2019,1,13,584.46,1,1,1,56.75,-166.909,January
2019,1,13,12,3,3,3,55.337,-164.012,January
2019,1,13,1.2,3,3,3,55.318,-164.063,January
2019,1,13,392.68,1,1,1,56.425,-161.668,January
2019,1,13,12.61,3,3,3,,,January
2019,1,13,561.56,1,1,1,56.323,-161.784,January
2019,1,13,43.65,1,1,1,55.35,-163.717,January
2019,1,14,331,1,1,1,56.425,-161.615,January
2019,1,14,684.62,1,1,1,56.518,-166.468,January
2019,1,14,18.97,3,3,3,,,January
2019,1,14,548.96,1,1,1,56.775,-167.26,January
2019,1,14,99.26,1,1,1,55.367,-163.75,January
2019,1,14,9.18,1,1,1,59.155,-173.261,January
2019,1,14,274.57,1,1,1,56.977,-167.863,January
2019,1,14,401.03,1,1,1,56.658,-166.716,January
2019,1,14,69.82,1,1,1,55.358,-163.667,January
2019,1,14,36,3,3,3,55.387,-163.888,January
2019,1,14,15.02,3,3,3,55.377,-163.739,January
2019,1,14,219.44,1,1,1,56.407,-161.707,January
2019,1,14,1.8,3,3,3,55.324,-164.051,January
2019,1,14,93.21,1,1,1,55.342,-163.758,January
2019,1,14,85.41,1,1,1,55.367,-163.725,January
2019,1,14,2.28,1,1,1,56.915,-170.613,January
2019,1,14,422.26,1,1,1,56.851,-167.322,January
2019,1,14,32.87,3,3,3,55.386,-163.795,January
2019,1,14,744.96,1,1,1,57.865,-170.553,January
2019,1,15,77.5,3,3,3,,,January
2019,1,15,20.03,3,3,3,,,January
2019,1,15,271.76,1,1,1,56.985,-167.87,January
2019,1,15,460.22,1,1,1,56.52,-166.458,January
2019,1,15,24.91,1,1,1,59.498,-173.463,January
2019,1,15,366.01,1,1,1,56.465,-166.39,January
2019,1,15,619.24,1,1,1,56.652,-166.706,January
2019,1,15,472.4,1,1,1,56.805,-167.362,January
2019,1,15,2.24,1,1,1,57.03,-170.893,January
2019,1,15,1835.17,1,1,1,57.818,-170.512,January
2019,1,15,5.42,1,1,1,59.739,-173.888,January
2019,1,15,1249.92,1,1,1,57.816,-170.567,January
2019,1,15,5.81,1,1,1,59.867,-174.538,January
2019,1,15,108.19,1,1,1,55.333,-163.725,January
2019,1,15,20.49,1,1,1,59.172,-172.723,January
2019,1,16,4.6,1,1,1,59.862,-174.54,January
2019,1,16,2.37,1,1,1,59.432,-173.837,January
2019,1,16,557.65,1,1,1,56.662,-166.725,January
2019,1,16,286.54,1,1,1,57.017,-167.878,January
2019,1,16,5.81,1,1,1,59.848,-174.61,January
2019,1,16,474.71,1,1,1,56.884,-167.402,January
2019,1,16,2191.93,1,1,1,57.803,-170.525,January
2019,1,16,16.39,1,1,1,59.201,-172.717,January
2019,1,16,221.13,1,1,1,56.527,-166.334,January
2019,1,16,997.71,1,1,1,57.803,-170.577,January
2019,1,17,44.01,1,1,1,59.631,-173.973,January
2019,1,17,305.79,1,1,1,56.98,-167.94,January
2019,1,17,24.59,1,1,1,59.23,-172.83,January
2019,1,17,339.04,1,1,1,57.039,-167.893,January
2019,1,17,318.46,1,1,1,56.817,-167.473,January
2019,1,17,1307.81,1,1,1,57.833,-170.593,January
2019,1,18,40.98,1,1,1,59.243,-172.813,January
2019,1,18,304.08,1,1,1,56.52,-166.152,January
2019,1,18,356.9,1,1,1,56.672,-166.72,January
2019,1,18,674.68,1,1,1,56.975,-167.418,January
2019,1,18,1804.94,1,1,1,58.06,-170.492,January
2019,1,18,236.93,1,1,1,56.67,-166.783,January
2019,1,18,680.89,1,1,1,56.972,-167.475,January
2019,1,18,1436.09,1,1,1,58.068,-170.515,January
2019,1,18,35.49,1,1,1,59.15,-172.819,January
2019,1,19,3.39,1,1,1,59.962,-174.633,January
2019,1,19,70.69,1,1,1,57.445,-170.99,January
2019,1,19,58.85,1,1,1,59.133,-172.828,January
2019,1,19,275.76,1,1,1,56.976,-168.09,January
2019,1,19,1940.25,1,1,1,58.042,-170.587,January
2019,1,19,8.2,1,1,1,59.273,-172.733,January
2019,1,19,332.44,1,1,1,56.486,-166.145,January
2019,1,19,205.83,1,1,1,56.662,-166.754,January
2019,1,19,362.7,1,1,1,56.947,-167.44,January
2019,1,20,7.61,1,1,1,59.583,-173.733,January
2019,1,20,20.34,1,1,1,60.047,-174.368,January
2019,1,20,259.83,1,1,1,55.223,-163.89,January
2019,1,20,5.07,1,1,1,59.087,-173.183,January
2019,1,20,114.35,1,1,1,55.851,-162.497,January
2019,1,20,39.57,1,1,1,55.284,-163.833,January
2019,1,20,8680.88,1,1,1,57.383,-164.263,January
2019,1,20,13.78,1,1,1,55.585,-163.442,January
2019,1,20,5.71,1,1,1,55.383,-164.014,January
2019,1,20,348.94,1,1,1,56.98,-167.457,January
2019,1,20,1524.01,1,1,1,55.788,-163.167,January
2019,1,20,657.45,1,1,1,55.906,-162.702,January
2019,1,20,1396.79,1,1,1,58.064,-170.564,January
2019,1,20,71.34,2,2,2,54.848,-165.052,January
2019,1,20,204.75,1,1,1,55.671,-163.32,January
2019,1,20,20.49,1,1,1,59.304,-172.659,January
2019,1,20,2897,1,1,1,57.275,-167.333,January
2019,1,20,13.66,1,1,1,59.1,-173.223,January
2019,1,20,1600.97,1,1,1,58.047,-170.51,January
2019,1,20,24.59,1,1,1,59.317,-172.325,January
2019,1,20,72.39,1,1,1,56.942,-168.116,January
2019,1,20,17288.27,1,1,1,57.268,-164.064,January
2019,1,20,242.93,1,1,1,57.506,-170.737,January
2019,1,20,57.18,1,1,1,56.597,-166.807,January
2019,1,20,1883.98,1,1,1,55.814,-162.876,January
2019,1,20,38.33,1,1,1,55.097,-164.193,January
2019,1,20,507.3,1,1,1,55.763,-163.171,January
2019,1,20,37.11,1,1,1,59.126,-172.098,January
2019,1,20,1.5,1,1,1,55.574,-163.483,January
2019,1,20,3.66,1,1,1,55.423,-163.943,January
2019,1,20,3.53,1,1,1,55.408,-163.966,January
2019,1,20,0.99,1,1,1,55.358,-164.058,January
2019,1,21,721.67,1,1,1,55.905,-162.245,January
2019,1,21,80.44,2,2,2,54.849,-164.995,January
2019,1,21,11305.19,1,1,1,57.036,-162.26,January
2019,1,21,25001.18,1,1,1,57.048,-162.238,January
2019,1,21,14004.73,1,1,1,57.193,-163.808,January
2019,1,21,3.8,1,1,1,59.054,-172.911,January
2019,1,21,13308.67,1,1,1,57.028,-162.403,January
2019,1,21,2.92,1,1,1,55.328,-164.253,January
2019,1,21,173.07,1,1,1,56.081,-162.018,January
2019,1,21,17763.3,1,1,1,57.026,-162.188,January
2019,1,21,6568.51,1,1,1,57.223,-164.002,January
2019,1,21,26.15,2,2,2,54.875,-164.821,January
2019,1,21,14239.05,1,1,1,57.492,-167.267,January
2019,1,21,21537.11,1,1,1,57.037,-162.244,January
2019,1,21,28123.32,1,1,1,57.048,-162.198,January
2019,1,21,272.04,1,1,1,56.079,-162.04,January
2019,1,21,10049.95,1,1,1,57.019,-162.114,January
2019,1,21,16279.57,1,1,1,57.026,-162.283,January
2019,1,21,3401.92,1,1,1,57.007,-165.108,January
2019,1,21,11301.93,1,1,1,57.248,-163.972,January
2019,1,21,2.22,1,1,1,55.359,-164.274,January
2019,1,21,48,1,1,1,55.085,-164.241,January
2019,1,21,113.47,3,3,3,55.341,-164.293,January
2019,1,21,294.45,1,1,1,55.732,-163.108,January
2019,1,21,223.55,1,1,1,55.937,-162.138,January
2019,1,21,398.56,1,1,1,56.029,-162.401,January
2019,1,21,7465.15,1,1,1,57.228,-164.584,January
2019,1,21,10.35,1,1,1,55.624,-162.925,January
2019,1,21,532.97,1,1,1,55.722,-162.571,January
2019,1,21,1.39,1,1,1,55.494,-164.301,January
2019,1,21,1.73,1,1,1,55.388,-164.094,January
2019,1,21,122.2,1,1,1,55.042,-164.597,January
2019,1,21,44.48,1,1,1,55.093,-164.193,January
2019,1,21,406.09,1,1,1,56.598,-165.754,January
2019,1,21,5971.76,1,1,1,57.273,-164.211,January
2019,1,21,1.63,1,1,1,55.398,-164.07,January
2019,1,21,11372.51,1,1,1,57.508,-167.292,January
2019,1,21,27.84,1,1,1,57.417,-170.912,January
2019,1,21,1.18,1,1,1,55.528,-164.274,January
2019,1,21,21.1,2,2,2,54.923,-164.953,January
2019,1,21,133.83,1,1,1,55.978,-162.323,January
2019,1,21,210.83,1,1,1,55.911,-162.209,January
2019,1,21,17.79,1,1,1,55.174,-164.449,January
2019,1,21,10442.89,1,1,1,57.483,-167.208,January
2019,1,21,8,1,1,1,55.617,-163.958,January
2019,1,21,1.67,1,1,1,55.438,-164.03,January
2019,1,21,9454.75,1,1,1,57.314,-164.347,January
2019,1,21,4795.1,1,1,1,57.002,-162.574,January
2019,1,21,197.51,1,1,1,55.929,-162.287,January
2019,1,21,597.3,1,1,1,55.892,-162.508,January
2019,1,21,7.55,1,1,1,55.628,-163.915,January
2019,1,21,13262.15,1,1,1,57.375,-167.292,January
2019,1,22,8.78,3,3,3,54.683,-165.15,January
2019,1,22,11669.6,1,1,1,57.568,-167.062,January
2019,1,22,70.78,2,2,2,55.015,-164.736,January
2019,1,22,162.46,1,1,1,56.088,-162.136,January
2019,1,22,63.85,1,1,1,56.083,-162.148,January
2019,1,22,45.53,3,3,3,54.847,-165.019,January
2019,1,22,622.98,1,1,1,55.628,-162.768,January
2019,1,22,379.76,1,1,1,55.648,-162.772,January
2019,1,22,28971,1,1,1,57.071,-162.273,January
2019,1,22,14524.35,1,1,1,57.165,-164.178,January
2019,1,22,11859.62,1,1,1,57.309,-163.658,January
2019,1,22,2.93,1,1,1,56.069,-163.356,January
2019,1,22,3.82,1,1,1,55.625,-163.917,January
2019,1,22,34.04,1,1,1,55.775,-163.625,January
2019,1,22,1.99,1,1,1,56.088,-163.293,January
2019,1,22,61.53,1,1,1,56.078,-162.072,January
2019,1,22,155.62,2,2,2,54.992,-164.635,January
2019,1,22,19530.33,1,1,1,57.073,-162.303,January
2019,1,22,6532.32,1,1,1,57.281,-163.628,January
2019,1,22,12406.3,1,1,1,57.566,-167.23,January
2019,1,22,23.02,3,3,3,54.767,-165.075,January
2019,1,22,63.63,1,1,1,55.115,-164.182,January
2019,1,22,23.45,3,3,3,54.908,-164.792,January
2019,1,22,2.47,1,1,1,55.938,-163.399,January
2019,1,22,3.48,1,1,1,55.797,-163.567,January
2019,1,22,12708.84,1,1,1,57.049,-162.383,January
2019,1,22,16965.62,1,1,1,57.306,-163.711,January
2019,1,22,22615.93,1,1,1,57.283,-163.877,January
2019,1,22,11265.52,1,1,1,57.28,-163.655,January
2019,1,22,3.85,1,1,1,55.808,-163.618,January
2019,1,22,1.38,1,1,1,55.79,-163.664,January
2019,1,22,1.45,1,1,1,55.638,-164.206,January
2019,1,22,1.72,1,1,1,55.887,-163.458,January
2019,1,22,1502.61,1,1,1,58.112,-170.613,January
2019,1,22,14.54,1,1,1,55.1,-164.186,January
2019,1,22,114.83,1,1,1,55.93,-162.193,January
2019,1,22,22047.87,1,1,1,57.043,-162.162,January
2019,1,22,3543.73,1,1,1,57.458,-167.283,January
2019,1,22,3.78,1,1,1,55.556,-164.252,January
2019,1,22,6868.62,1,1,1,57.065,-167.246,January
2019,1,22,17.31,1,1,1,55.104,-164.203,January
2019,1,22,38.93,2,2,2,55.125,-164.483,January
2019,1,22,284.26,1,1,1,56.09,-162.132,January
2019,1,22,53.58,3,3,3,54.91,-164.961,January
2019,1,22,29265.68,1,1,1,57.183,-164.138,January
2019,1,22,140.37,2,2,2,55.021,-164.749,January
2019,1,22,25042.42,1,1,1,57.475,-167.3,January
2019,1,22,31.96,2,2,2,54.998,-164.826,January
2019,1,22,3.36,1,1,1,55.803,-163.663,January
2019,1,22,3.67,1,1,1,55.991,-163.323,January
2019,1,22,81.23,3,3,3,54.926,-164.906,January
2019,1,22,12.52,3,3,3,54.692,-165.017,January
2019,1,22,24.59,3,3,3,55.033,-164.858,January
2019,1,22,12.96,3,3,3,54.983,-164.883,January
2019,1,22,11910.63,1,1,1,57.458,-167.675,January
2019,1,22,6973.73,1,1,1,57.425,-167.342,January
2019,1,22,4210.19,1,1,1,57.5,-167.208,January
2019,1,22,24.09,2,2,2,54.984,-164.826,January
2019,1,22,8.23,1,1,1,55.671,-164.331,January
2019,1,22,27831.07,1,1,1,57.084,-162.144,January
2019,1,22,1.93,1,1,1,55.651,-164.239,January
2019,1,22,18.56,1,1,1,59.087,-172.066,January
2019,1,22,20.8,1,1,1,55.92,-162.173,January
2019,1,22,200.47,1,1,1,55.795,-162.553,January
2019,1,22,7.22,1,1,1,55.614,-164.02,January
2019,1,22,17352.19,1,1,1,57.162,-163.973,January
2019,1,22,14078.3,1,1,1,57.172,-164.078,January
2019,1,22,23.52,2,2,2,54.903,-164.99,January
2019,1,22,3.8,1,1,1,59.022,-172.888,January
2019,1,22,32470.28,1,1,1,57.066,-162.248,January
2019,1,22,28.9,3,3,3,55.034,-164.742,January
2019,1,22,29.45,2,2,2,55.183,-164.383,January
2019,1,22,8.2,1,1,1,59.347,-172.448,January
2019,1,22,510.4,1,1,1,55.659,-162.791,January
2019,1,22,12210.5,1,1,1,57.151,-163.788,January
2019,1,22,12743.6,1,1,1,57.508,-167.275,January
2019,1,23,34.9,3,3,3,54.892,-164.933,January
2019,1,23,5208.65,1,1,1,57.557,-167.004,January
2019,1,23,197.97,1,1,1,56.143,-162.228,January
2019,1,23,152.67,1,1,1,56.046,-162.089,January
2019,1,23,48.29,1,1,1,55.138,-164.334,January
2019,1,23,195.59,1,1,1,55.689,-162.742,January
2019,1,23,14954.3,1,1,1,57.31,-163.9,January
2019,1,23,2.51,1,1,1,55.688,-163.708,January
2019,1,23,36.34,1,1,1,56.232,-163.418,January
2019,1,23,4.54,1,1,1,55.809,-163.788,January
2019,1,23,1.41,1,1,1,55.733,-163.875,January
2019,1,23,28762.75,1,1,1,57.566,-167.019,January
2019,1,23,57576.08,1,1,1,57.102,-162.427,January
2019,1,23,6.12,1,1,1,59.394,-172.458,January
2019,1,23,18231.09,1,1,1,57.458,-167.775,January
2019,1,23,2.51,1,1,1,55.893,-163.912,January
2019,1,23,3.66,1,1,1,56.033,-163.558,January
2019,1,23,23407.4,1,1,1,57.584,-167.158,January
2019,1,23,34929.83,1,1,1,57.099,-162.415,January
2019,1,23,57.24,3,3,3,55.125,-164.483,January
2019,1,23,29.28,3,3,3,55.058,-164.717,January
2019,1,23,923.7,1,1,1,55.695,-162.638,January
2019,1,23,47.03,1,1,1,56.281,-163.261,January
2019,1,23,10.58,1,1,1,55.747,-163.735,January
2019,1,23,50661.69,1,1,1,57.075,-162.309,January
2019,1,23,9566.76,1,1,1,57.286,-163.963,January
2019,1,23,1479.43,1,1,1,57.855,-170.677,January
2019,1,23,1.84,1,1,1,56.15,-163.5,January
2019,1,23,8.41,1,1,1,56.142,-163.8,January
2019,1,23,4.41,1,1,1,55.875,-164.017,January
2019,1,23,17.87,1,1,1,56.099,-163.383,January
2019,1,23,138.23,3,3,3,55.136,-164.547,January
2019,1,23,176.18,2,2,2,55.203,-164.461,January
2019,1,23,39.25,1,1,1,55.115,-164.123,January
2019,1,23,145.4,1,1,1,55.272,-163.563,January
2019,1,23,24.39,3,3,3,55.167,-164.5,January
2019,1,23,6.73,1,1,1,55.918,-163.488,January
2019,1,23,28966.27,1,1,1,57.081,-162.432,January
2019,1,23,82.52,1,1,1,55.114,-164.178,January
2019,1,23,206.53,1,1,1,56.146,-162.168,January
2019,1,23,126.45,3,3,3,55.128,-164.531,January
2019,1,23,1106.81,1,1,1,55.684,-162.646,January
2019,1,23,514.56,1,1,1,55.673,-162.708,January
2019,1,23,0.97,1,1,1,56.09,-163.32,January
2019,1,23,5.44,1,1,1,56.203,-163.389,January
2019,1,23,23910.31,1,1,1,57.417,-167.85,January
2019,1,23,63595.99,1,1,1,57.096,-162.4,January
2019,1,23,1.43,1,1,1,55.95,-163.885,January
2019,1,23,1.8,1,1,1,55.778,-163.852,January
2019,1,23,35.85,1,1,1,59.004,-172.868,January
2019,1,23,18102.33,1,1,1,57.649,-167.193,January
2019,1,23,11.41,3,3,3,54.7,-165.133,January
2019,1,23,3.53,1,1,1,56.18,-163.213,January
2019,1,23,8.88,1,1,1,59.06,-172.277,January
2019,1,23,13752.87,1,1,1,57.17,-163.898,January
2019,1,23,21144.21,1,1,1,57.322,-163.833,January
2019,1,23,14705.52,1,1,1,57.59,-167.161,January
2019,1,23,20747.14,1,1,1,57.558,-167.039,January
2019,1,23,7590.78,1,1,1,57.602,-167.01,January
2019,1,23,28.83,2,2,2,55.188,-164.501,January
2019,1,23,24.04,3,3,3,54.947,-164.831,January
2019,1,23,242.15,3,3,3,55.208,-164.433,January
2019,1,23,66.12,1,1,1,55.082,-164.209,January
2019,1,23,91.19,1,1,1,55.643,-162.865,January
2019,1,23,17447.37,1,1,1,57.294,-163.732,January
2019,1,23,4625.2,1,1,1,57.533,-167.233,January
2019,1,23,10673.73,1,1,1,57.517,-167.1,January
2019,1,23,15569.43,1,1,1,57.517,-167.108,January
2019,1,23,29.38,2,2,2,54.98,-164.833,January
2019,1,23,15.9,1,1,1,56.078,-163.45,January
2019,1,23,253.39,1,1,1,57.397,-170.637,January
2019,1,23,36.45,3,3,3,54.902,-165.009,January
2019,1,23,1.41,2,2,2,55.8,-163.525,January
2019,1,23,1.4,1,1,1,55.721,-163.501,January
2019,1,23,1.46,1,1,1,55.753,-163.523,January
2019,1,23,16518.62,1,1,1,57.6,-167.189,January
2019,1,23,63.68,3,3,3,55.142,-164.567,January
2019,1,23,222.1,1,1,1,56.083,-162.124,January
2019,1,23,70.26,1,1,1,56.063,-162.057,January
2019,1,23,17.38,1,1,1,56.001,-163.373,January
2019,1,23,16557.49,1,1,1,57.425,-167.742,January
2019,1,23,13784.94,1,1,1,57.425,-167.583,January
2019,1,23,14149.06,1,1,1,57.163,-163.927,January
2019,1,23,9363.06,1,1,1,57.128,-163.785,January
2019,1,23,23019.75,1,1,1,57.286,-163.844,January
2019,1,23,12080.49,1,1,1,57.261,-164.105,January
