Month,Year,t,btemp,cpool_1,cpool_2,cpool_3,Model
5,2072,5/8/72,-0.558661,0.920601934,1,1,GFDL_BIO_rcp85
5,2072,5/15/72,-0.13695017,0.563402586,1,1,GFDL_BIO_rcp85
5,2072,5/22/72,0.407262116,0.255561454,0.887235456,1,GFDL_BIO_rcp85
5,2072,5/29/72,0.871455173,0.003042749,0.692110598,0.929962634,GFDL_BIO_rcp85
6,2072,6/5/72,1.300116132,0,0.411575499,0.850734438,GFDL_BIO_rcp85
6,2072,6/12/72,1.477126616,0,0.326201276,0.805036931,GFDL_BIO_rcp85
6,2072,6/19/72,1.668143244,0,0.201274386,0.728993536,GFDL_BIO_rcp85
6,2072,6/26/72,1.821922505,0,0.0579966,0.704667712,GFDL_BIO_rcp85
7,2072,7/3/72,1.989276107,0,0.006107126,0.652899077,GFDL_BIO_rcp85
7,2072,7/10/72,2.124176518,0,0,0.619381561,GFDL_BIO_rcp85
7,2072,7/17/72,2.175592647,0,0,0.604200597,GFDL_BIO_rcp85
7,2072,7/24/72,2.227096288,0,0,0.598128857,GFDL_BIO_rcp85
7,2072,7/31/72,2.368436573,0,0,0.555508767,GFDL_BIO_rcp85
8,2072,8/7/72,2.437140229,0,0,0.521949812,GFDL_BIO_rcp85
8,2072,8/14/72,2.514490424,0,0,0.494478039,GFDL_BIO_rcp85
8,2072,8/21/72,2.700821462,0,0,0.253496318,GFDL_BIO_rcp85
8,2072,8/28/72,2.847008238,0,0,0.131378164,GFDL_BIO_rcp85
9,2072,9/4/72,3.004258597,0,0,0.082519313,GFDL_BIO_rcp85
9,2072,9/11/72,3.086368307,0,0,0.082534416,GFDL_BIO_rcp85
9,2072,9/18/72,3.24879482,0,0,0.036717302,GFDL_BIO_rcp85
9,2072,9/25/72,3.381006663,0,0,0.009179952,GFDL_BIO_rcp85
10,2072,10/2/72,3.375918156,0,0,0.01224166,GFDL_BIO_rcp85
10,2072,10/9/72,3.407090138,0,0,0.006124049,GFDL_BIO_rcp85
10,2072,10/16/72,3.48114233,0,0,0,GFDL_BIO_rcp85
10,2072,10/23/72,3.447592249,0,0,0,GFDL_BIO_rcp85
10,2072,10/30/72,3.3899954,0,0,0,GFDL_BIO_rcp85
11,2072,11/6/72,3.276325179,0,0,0,GFDL_BIO_rcp85
11,2072,11/13/72,3.08177203,0,0,0,GFDL_BIO_rcp85
11,2072,11/20/72,2.388537439,0,0,0.063813558,GFDL_BIO_rcp85
11,2072,11/27/72,2.089106388,0,0,0.392510592,GFDL_BIO_rcp85
12,2072,12/4/72,1.607148243,0,0.048604525,0.86860761,GFDL_BIO_rcp85
12,2072,12/11/72,0.921597567,0.03038346,0.544930321,0.993885898,GFDL_BIO_rcp85
12,2072,12/18/72,0.229637067,0.340762628,0.902220134,1,GFDL_BIO_rcp85
12,2072,12/25/72,0.166699881,0.39559406,0.929739874,1,GFDL_BIO_rcp85
1,2073,1/1/73,-0.291479056,0.648686789,0.984724589,1,GFDL_BIO_rcp85
1,2073,1/8/73,-0.417908578,0.731140003,1,1,GFDL_BIO_rcp85
1,2073,1/15/73,-0.331137218,0.685372774,0.996944271,1,GFDL_BIO_rcp85
1,2073,1/22/73,-0.398890187,0.718956139,1,1,GFDL_BIO_rcp85
1,2073,1/29/73,-0.325895271,0.685408859,1,1,GFDL_BIO_rcp85
2,2073,2/5/73,-0.242201379,0.657943382,0.996944271,1,GFDL_BIO_rcp85
2,2073,2/12/73,-0.188756764,0.639637412,1,1,GFDL_BIO_rcp85
2,2073,2/19/73,-0.107781014,0.581646566,1,1,GFDL_BIO_rcp85
2,2073,2/26/73,-0.036815008,0.551117311,1,1,GFDL_BIO_rcp85
3,2073,3/5/73,0.200985446,0.3773859,0.981656943,1,GFDL_BIO_rcp85
3,2073,3/12/73,0.443105756,0.112501091,0.911368788,1,GFDL_BIO_rcp85
3,2073,3/19/73,0.651213559,0.00607132,0.8014298,1,GFDL_BIO_rcp85
3,2073,3/26/73,0.87196796,0,0.676297128,1,GFDL_BIO_rcp85
4,2073,4/2/73,1.118520745,0,0.435292256,1,GFDL_BIO_rcp85
4,2073,4/9/73,1.310206103,0,0,1,GFDL_BIO_rcp85
4,2073,4/16/73,1.55779232,0,0,0.993885299,GFDL_BIO_rcp85
4,2073,4/23/73,1.872256269,0,0,0.865639511,GFDL_BIO_rcp85
4,2073,4/30/73,2.270933234,0,0,0.018350823,GFDL_BIO_rcp85
5,2073,5/7/73,2.63040201,0,0,0,GFDL_BIO_rcp85
5,2073,5/14/73,2.89604795,0,0,0,GFDL_BIO_rcp85
5,2073,5/21/73,3.070199795,0,0,0,GFDL_BIO_rcp85
5,2073,5/28/73,3.301069884,0,0,0,GFDL_BIO_rcp85
6,2073,6/4/73,3.378238545,0,0,0,GFDL_BIO_rcp85
6,2073,6/11/73,3.465046448,0,0,0,GFDL_BIO_rcp85
6,2073,6/18/73,3.607962443,0,0,0,GFDL_BIO_rcp85
6,2073,6/25/73,3.959638734,0,0,0,GFDL_BIO_rcp85
7,2073,7/2/73,4.080227644,0,0,0,GFDL_BIO_rcp85
7,2073,7/9/73,4.212256408,0,0,0,GFDL_BIO_rcp85
7,2073,7/16/73,4.337232547,0,0,0,GFDL_BIO_rcp85
7,2073,7/23/73,4.438872125,0,0,0,GFDL_BIO_rcp85
7,2073,7/30/73,4.500479354,0,0,0,GFDL_BIO_rcp85
8,2073,8/6/73,4.482642982,0,0,0,GFDL_BIO_rcp85
8,2073,8/13/73,4.494244889,0,0,0,GFDL_BIO_rcp85
8,2073,8/20/73,4.496092307,0,0,0,GFDL_BIO_rcp85
8,2073,8/27/73,4.541383591,0,0,0,GFDL_BIO_rcp85
9,2073,9/3/73,4.712524744,0,0,0,GFDL_BIO_rcp85
9,2073,9/10/73,4.810022361,0,0,0,GFDL_BIO_rcp85
9,2073,9/17/73,4.706583876,0,0,0,GFDL_BIO_rcp85
9,2073,9/24/73,4.617619156,0,0,0,GFDL_BIO_rcp85
10,2073,10/1/73,4.537286485,0,0,0,GFDL_BIO_rcp85
10,2073,10/8/73,4.572193654,0,0,0,GFDL_BIO_rcp85
10,2073,10/15/73,4.52250126,0,0,0,GFDL_BIO_rcp85
10,2073,10/22/73,4.431431583,0,0,0,GFDL_BIO_rcp85
10,2073,10/29/73,4.17053175,0,0,0,GFDL_BIO_rcp85
11,2073,11/5/73,3.625265072,0,0,0,GFDL_BIO_rcp85
11,2073,11/12/73,3.401422865,0,0,0,GFDL_BIO_rcp85
11,2073,11/19/73,3.169086547,0,0,0,GFDL_BIO_rcp85
11,2073,11/26/73,2.724177749,0,0,0.060846788,GFDL_BIO_rcp85
12,2073,12/3/73,2.031544044,0,0.051707251,0.435307739,GFDL_BIO_rcp85
12,2073,12/10/73,1.541073656,0.009118628,0.206856706,0.776960301,GFDL_BIO_rcp85
12,2073,12/17/73,1.516735023,0.006078319,0.209890154,0.761718678,GFDL_BIO_rcp85
12,2073,12/24/73,1.298721109,0.021289946,0.319524364,0.847309787,GFDL_BIO_rcp85
12,2073,12/31/73,1.179836158,0.045629726,0.398726223,0.865661668,GFDL_BIO_rcp85
1,2074,1/7/74,0.766532355,0.194714078,0.587774235,0.945019389,GFDL_BIO_rcp85
1,2074,1/14/74,0.317244687,0.368250193,0.764821597,1,GFDL_BIO_rcp85
1,2074,1/21/74,0.081515521,0.44743892,0.868620251,1,GFDL_BIO_rcp85
1,2074,1/28/74,-0.747680967,0.838084831,0.987783618,1,GFDL_BIO_rcp85
2,2074,2/4/74,-1.124037232,0.945018213,1,1,GFDL_BIO_rcp85
2,2074,2/11/74,-1.207357578,0.990830833,1,1,GFDL_BIO_rcp85
2,2074,2/18/74,-1.146535051,0.996941014,1,1,GFDL_BIO_rcp85
2,2074,2/25/74,-1.059618718,0.981651315,1,1,GFDL_BIO_rcp85
3,2074,3/4/74,-1.278739632,1,1,1,GFDL_BIO_rcp85
3,2074,3/11/74,-1.420291674,1,1,1,GFDL_BIO_rcp85
3,2074,3/18/74,-1.560007521,1,1,1,GFDL_BIO_rcp85
3,2074,3/25/74,-1.56339934,1,1,1,GFDL_BIO_rcp85
4,2074,4/1/74,-1.556712354,1,1,1,GFDL_BIO_rcp85
4,2074,4/8/74,-1.574100728,1,1,1,GFDL_BIO_rcp85
4,2074,4/15/74,-1.55652139,1,1,1,GFDL_BIO_rcp85
4,2074,4/22/74,-1.400168135,1,1,1,GFDL_BIO_rcp85
4,2074,4/29/74,-1.121160571,1,1,1,GFDL_BIO_rcp85
5,2074,5/6/74,-0.798648817,1,1,1,GFDL_BIO_rcp85
5,2074,5/13/74,-0.535098736,0.920862651,1,1,GFDL_BIO_rcp85
5,2074,5/20/74,-0.2658915,0.765552037,1,1,GFDL_BIO_rcp85
5,2074,5/27/74,-0.075616384,0.579898933,0.993918364,1,GFDL_BIO_rcp85
6,2074,6/3/74,0.182646266,0.430591766,0.905614541,1,GFDL_BIO_rcp85
6,2074,6/10/74,0.534139016,0.320755994,0.698653467,0.981756624,GFDL_BIO_rcp85
6,2074,6/17/74,0.715261652,0.278004386,0.659078014,0.890518395,GFDL_BIO_rcp85
6,2074,6/24/74,0.826268083,0.247454778,0.640788643,0.866164334,GFDL_BIO_rcp85
7,2074,7/1/74,1.088479908,0.186389444,0.582894081,0.783987258,GFDL_BIO_rcp85
7,2074,7/8/74,1.268939874,0.125306881,0.515864595,0.759631559,GFDL_BIO_rcp85
7,2074,7/15/74,1.431773686,0.08559225,0.464010107,0.717019489,GFDL_BIO_rcp85
7,2074,7/22/74,1.535764637,0.064209915,0.436550346,0.69873924,GFDL_BIO_rcp85
7,2074,7/29/74,1.635769341,0.04281309,0.433492791,0.665222559,GFDL_BIO_rcp85
8,2074,8/5/74,1.916558648,0.024470922,0.381654218,0.613439737,GFDL_BIO_rcp85
8,2074,8/12/74,2.145668881,0.012237433,0.30547113,0.552486018,GFDL_BIO_rcp85
8,2074,8/19/74,2.247122782,0.003060343,0.29327139,0.543346635,GFDL_BIO_rcp85
8,2074,8/26/74,2.24521693,0,0.275000444,0.55859886,GFDL_BIO_rcp85
9,2074,9/2/74,2.369661519,0,0.235334301,0.5464146,GFDL_BIO_rcp85
9,2074,9/9/74,2.394878957,0.0030577,0.21092705,0.555597059,GFDL_BIO_rcp85
9,2074,9/16/74,2.602595593,0,0.189550301,0.509897972,GFDL_BIO_rcp85
9,2074,9/23/74,2.676808007,0,0.152897355,0.473300548,GFDL_BIO_rcp85
9,2074,9/30/74,2.839624432,0,0.113162387,0.400115993,GFDL_BIO_rcp85
10,2074,10/7/74,2.723420139,0,0.097868725,0.387893526,GFDL_BIO_rcp85
10,2074,10/14/74,2.641977501,0,0.08869958,0.36042718,GFDL_BIO_rcp85
10,2074,10/21/74,2.517204536,0,0.042828267,0.342104763,GFDL_BIO_rcp85
10,2074,10/28/74,2.237081599,0,0,0.390894248,GFDL_BIO_rcp85
11,2074,11/4/74,2.048195229,0,0,0.518908528,GFDL_BIO_rcp85
11,2074,11/11/74,2.03965618,0,0,0.5188988,GFDL_BIO_rcp85
11,2074,11/18/74,1.852211134,0,0,0.713724204,GFDL_BIO_rcp85
11,2074,11/25/74,1.601625252,0,0.003060343,0.887120589,GFDL_BIO_rcp85
12,2074,12/2/74,1.342884506,0,0.05178791,0.935922886,GFDL_BIO_rcp85
12,2074,12/9/74,0.360147814,0.231306773,0.887112205,0.996946247,GFDL_BIO_rcp85
12,2074,12/16/74,0.077959279,0.484264942,0.923724961,1,GFDL_BIO_rcp85
12,2074,12/23/74,-0.035463869,0.600291646,0.923718052,1,GFDL_BIO_rcp85
12,2074,12/30/74,-0.00300306,0.581978997,0.926756411,1,GFDL_BIO_rcp85
1,2075,1/6/75,-0.118025115,0.658317258,0.960305166,1,GFDL_BIO_rcp85
1,2075,1/13/75,-0.227955774,0.697871288,0.993893144,1,GFDL_BIO_rcp85
1,2075,1/20/75,-0.181187671,0.655060134,1,1,GFDL_BIO_rcp85
1,2075,1/27/75,-0.394970841,0.758826435,1,1,GFDL_BIO_rcp85
2,2075,2/3/75,-0.905885489,0.945018106,1,1,GFDL_BIO_rcp85
2,2075,2/10/75,-1.108641189,0.981671486,1,1,GFDL_BIO_rcp85
2,2075,2/17/75,-1.021503591,0.978614484,1,1,GFDL_BIO_rcp85
2,2075,2/24/75,-0.937767679,0.951134108,1,1,GFDL_BIO_rcp85
3,2075,3/3/75,-1.090870109,0.969457476,1,1,GFDL_BIO_rcp85
3,2075,3/10/75,-1.027030345,0.960299792,1,1,GFDL_BIO_rcp85
3,2075,3/17/75,-0.785991067,0.905346403,1,1,GFDL_BIO_rcp85
3,2075,3/24/75,-0.523219586,0.832140142,1,1,GFDL_BIO_rcp85
3,2075,3/31/75,-0.243338206,0.749717994,1,1,GFDL_BIO_rcp85
4,2075,4/7/75,-0.041398955,0.606285695,1,1,GFDL_BIO_rcp85
4,2075,4/14/75,0.286887965,0.222165144,0.984716864,1,GFDL_BIO_rcp85
4,2075,4/21/75,0.623462547,0.012184132,0.868706885,1,GFDL_BIO_rcp85
4,2075,4/28/75,1.005430379,0,0.494005229,1,GFDL_BIO_rcp85
5,2075,5/5/75,1.583392384,0,0.018364616,0.990863968,GFDL_BIO_rcp85
5,2075,5/12/75,2.094009806,0,0,0.332833098,GFDL_BIO_rcp85
5,2075,5/19/75,2.506747803,0,0,0.100904446,GFDL_BIO_rcp85
5,2075,5/26/75,2.784628601,0,0,0.09172646,GFDL_BIO_rcp85
6,2075,6/2/75,3.166342496,0,0,0.076445706,GFDL_BIO_rcp85
6,2075,6/9/75,3.446176335,0,0,0.070329494,GFDL_BIO_rcp85
6,2075,6/16/75,3.618506689,0,0,0.061165083,GFDL_BIO_rcp85
6,2075,6/23/75,3.598689497,0,0,0.055065653,GFDL_BIO_rcp85
6,2075,6/30/75,3.60951049,0,0,0.052010655,GFDL_BIO_rcp85
7,2075,7/7/75,3.667886857,0,0,0.04895038,GFDL_BIO_rcp85
7,2075,7/14/75,3.689138168,0,0,0.052006166,GFDL_BIO_rcp85
7,2075,7/21/75,3.707717287,0,0,0.045894255,GFDL_BIO_rcp85
7,2075,7/28/75,3.75332612,0,0,0.042836732,GFDL_BIO_rcp85
8,2075,8/4/75,3.770653032,0,0,0.024479937,GFDL_BIO_rcp85
8,2075,8/11/75,3.67371661,0,0,0.021422189,GFDL_BIO_rcp85
8,2075,8/18/75,3.648001894,0,0,0.027538453,GFDL_BIO_rcp85
8,2075,8/25/75,3.762518363,0,0,0.012237068,GFDL_BIO_rcp85
9,2075,9/1/75,3.90252623,0,0,0.006120884,GFDL_BIO_rcp85
9,2075,9/8/75,3.845478148,0,0,0.009181907,GFDL_BIO_rcp85
9,2075,9/15/75,3.793527239,0,0,0.003061708,GFDL_BIO_rcp85
9,2075,9/22/75,3.790676488,0,0,0,GFDL_BIO_rcp85
9,2075,9/29/75,3.886273136,0,0,0,GFDL_BIO_rcp85
10,2075,10/6/75,3.789586772,0,0,0,GFDL_BIO_rcp85
10,2075,10/13/75,3.651345441,0,0,0,GFDL_BIO_rcp85
10,2075,10/20/75,3.52581403,0,0,0,GFDL_BIO_rcp85
10,2075,10/27/75,3.370151186,0,0,0,GFDL_BIO_rcp85
11,2075,11/3/75,3.177520807,0,0,0,GFDL_BIO_rcp85
11,2075,11/10/75,3.001275189,0,0,0,GFDL_BIO_rcp85
11,2075,11/17/75,2.702149983,0,0,0,GFDL_BIO_rcp85
11,2075,11/24/75,2.849010862,0,0,0,GFDL_BIO_rcp85
12,2075,12/1/75,2.704727879,0,0,0,GFDL_BIO_rcp85
12,2075,12/8/75,2.650169218,0,0,0,GFDL_BIO_rcp85
12,2075,12/15/75,2.328447562,0,0,0.118594838,GFDL_BIO_rcp85
12,2075,12/22/75,1.792792964,0,0.027353377,0.706698192,GFDL_BIO_rcp85
12,2075,12/29/75,0.803777083,0.127705723,0.609027317,0.984724589,GFDL_BIO_rcp85
1,2076,1/5/76,0.053997288,0.432195053,0.929753392,1,GFDL_BIO_rcp85
1,2076,1/12/76,0.042646304,0.462666041,0.945048658,1,GFDL_BIO_rcp85
1,2076,1/19/76,0.189541277,0.392594545,0.920610947,1,GFDL_BIO_rcp85
1,2076,1/26/76,0.499760847,0.17339096,0.844273246,1,GFDL_BIO_rcp85
2,2076,2/2/76,0.278643636,0.319524446,0.941994315,1,GFDL_BIO_rcp85
2,2076,2/9/76,-0.312926132,0.64875454,1,1,GFDL_BIO_rcp85
2,2076,2/16/76,-0.322475785,0.654838207,1,1,GFDL_BIO_rcp85
2,2076,2/23/76,-0.317835329,0.670089619,1,1,GFDL_BIO_rcp85
3,2076,3/1/76,-0.266070422,0.639535943,1,1,GFDL_BIO_rcp85
3,2076,3/8/76,-0.207059003,0.599880883,1,1,GFDL_BIO_rcp85
3,2076,3/15/76,-0.401866617,0.734196793,1,1,GFDL_BIO_rcp85
3,2076,3/22/76,-0.441428868,0.767774127,1,1,GFDL_BIO_rcp85
3,2076,3/29/76,-0.227206761,0.599851257,1,1,GFDL_BIO_rcp85
4,2076,4/5/76,0.036880852,0.447380989,0.993882566,1,GFDL_BIO_rcp85
4,2076,4/12/76,0.394515777,0.240261304,0.923563701,1,GFDL_BIO_rcp85
4,2076,4/19/76,0.870330677,0.018236487,0.557167311,1,GFDL_BIO_rcp85
4,2076,4/26/76,1.230155139,0,0.255517319,0.993875951,GFDL_BIO_rcp85
5,2076,5/3/76,1.69692452,0,0,0.844415897,GFDL_BIO_rcp85
5,2076,5/10/76,2.225788651,0,0,0.170681203,GFDL_BIO_rcp85
5,2076,5/17/76,2.503560741,0,0,0.018345371,GFDL_BIO_rcp85
5,2076,5/24/76,2.740623539,0,0,0,GFDL_BIO_rcp85
5,2076,5/31/76,3.094140403,0,0,0,GFDL_BIO_rcp85
6,2076,6/7/76,3.329107295,0,0,0,GFDL_BIO_rcp85
6,2076,6/14/76,3.409117994,0,0,0,GFDL_BIO_rcp85
6,2076,6/21/76,3.599736747,0,0,0,GFDL_BIO_rcp85
6,2076,6/28/76,4.115693893,0,0,0,GFDL_BIO_rcp85
7,2076,7/5/76,4.380893747,0,0,0,GFDL_BIO_rcp85
7,2076,7/12/76,4.414025821,0,0,0,GFDL_BIO_rcp85
7,2076,7/19/76,4.38784724,0,0,0,GFDL_BIO_rcp85
7,2076,7/26/76,4.330139658,0,0,0,GFDL_BIO_rcp85
8,2076,8/2/76,4.198415973,0,0,0,GFDL_BIO_rcp85
8,2076,8/9/76,4.168721782,0,0,0,GFDL_BIO_rcp85
8,2076,8/16/76,4.241569303,0,0,0,GFDL_BIO_rcp85
8,2076,8/23/76,4.377058076,0,0,0,GFDL_BIO_rcp85
8,2076,8/30/76,4.475372982,0,0,0,GFDL_BIO_rcp85
9,2076,9/6/76,4.441061866,0,0,0,GFDL_BIO_rcp85
9,2076,9/13/76,4.434031872,0,0,0,GFDL_BIO_rcp85
9,2076,9/20/76,4.579416738,0,0,0,GFDL_BIO_rcp85
9,2076,9/27/76,4.613021631,0,0,0,GFDL_BIO_rcp85
10,2076,10/4/76,4.596414439,0,0,0,GFDL_BIO_rcp85
10,2076,10/11/76,4.53395579,0,0,0,GFDL_BIO_rcp85
10,2076,10/18/76,4.422367284,0,0,0,GFDL_BIO_rcp85
10,2076,10/25/76,4.450458082,0,0,0,GFDL_BIO_rcp85
11,2076,11/1/76,4.290912818,0,0,0,GFDL_BIO_rcp85
11,2076,11/8/76,3.535791515,0,0,0,GFDL_BIO_rcp85
11,2076,11/15/76,2.998532087,0,0,0,GFDL_BIO_rcp85
11,2076,11/22/76,2.957004389,0,0,0.01217797,GFDL_BIO_rcp85
11,2076,11/29/76,2.697345783,0,0,0.066910955,GFDL_BIO_rcp85
12,2076,12/6/76,1.935428073,0,0.066913845,0.5328102,GFDL_BIO_rcp85
12,2076,12/13/76,1.301953487,0.027375918,0.33171829,0.844159198,GFDL_BIO_rcp85
12,2076,12/20/76,0.626681996,0.228157793,0.69145673,0.94501941,GFDL_BIO_rcp85
12,2076,12/27/76,0.117239138,0.429157981,0.874719032,1,GFDL_BIO_rcp85
1,2077,1/3/77,0.023471804,0.493122582,0.899137972,1,GFDL_BIO_rcp85
1,2077,1/10/77,-0.258492787,0.602887898,0.957208805,1,GFDL_BIO_rcp85
1,2077,1/17/77,-0.550727848,0.749439237,0.99694099,1,GFDL_BIO_rcp85
1,2077,1/24/77,-0.881575327,0.893045273,1,1,GFDL_BIO_rcp85
1,2077,1/31/77,-0.696692618,0.828882536,1,1,GFDL_BIO_rcp85
2,2077,2/7/77,-0.214103104,0.609123764,0.987772403,1,GFDL_BIO_rcp85
2,2077,2/14/77,-0.507363102,0.746422794,0.990828133,1,GFDL_BIO_rcp85
2,2077,2/21/77,-0.655183544,0.804450584,1,1,GFDL_BIO_rcp85
2,2077,2/28/77,-0.676420995,0.804465619,1,1,GFDL_BIO_rcp85
3,2077,3/7/77,-0.737570142,0.819735796,1,1,GFDL_BIO_rcp85
3,2077,3/14/77,-0.79243778,0.853338824,1,1,GFDL_BIO_rcp85
3,2077,3/21/77,-0.58745493,0.789148427,0.996937659,1,GFDL_BIO_rcp85
3,2077,3/28/77,-0.302975074,0.663971191,0.975520242,1,GFDL_BIO_rcp85
4,2077,4/4/77,-0.017628877,0.520563882,0.944946308,1,GFDL_BIO_rcp85
4,2077,4/11/77,0.338579732,0.386453973,0.801352572,1,GFDL_BIO_rcp85
4,2077,4/18/77,0.691410543,0.12157021,0.68528286,0.990814857,GFDL_BIO_rcp85
4,2077,4/25/77,1.056455576,0,0.432236623,0.957163005,GFDL_BIO_rcp85
5,2077,5/2/77,1.523895732,0,0.191602309,0.82888851,GFDL_BIO_rcp85
5,2077,5/9/77,1.776568501,0,0.027392965,0.630618413,GFDL_BIO_rcp85
5,2077,5/16/77,1.961612324,0,0,0.554447559,GFDL_BIO_rcp85
5,2077,5/23/77,2.147638118,0,0,0.453971034,GFDL_BIO_rcp85
5,2077,5/30/77,2.298603588,0,0,0.396069128,GFDL_BIO_rcp85
6,2077,6/6/77,2.383474248,0,0,0.32903137,GFDL_BIO_rcp85
6,2077,6/13/77,2.878726758,0,0,0.070152617,GFDL_BIO_rcp85
6,2077,6/20/77,3.148883217,0,0,0.006098288,GFDL_BIO_rcp85
6,2077,6/27/77,3.563752886,0,0,0,GFDL_BIO_rcp85
7,2077,7/4/77,3.630181549,0,0,0,GFDL_BIO_rcp85
7,2077,7/11/77,3.761142065,0,0,0,GFDL_BIO_rcp85
7,2077,7/18/77,3.97535569,0,0,0,GFDL_BIO_rcp85
7,2077,7/25/77,4.215121053,0,0,0,GFDL_BIO_rcp85
8,2077,8/1/77,4.308534868,0,0,0,GFDL_BIO_rcp85
8,2077,8/8/77,4.302129739,0,0,0,GFDL_BIO_rcp85
8,2077,8/15/77,4.415042187,0,0,0,GFDL_BIO_rcp85
8,2077,8/22/77,4.452035442,0,0,0,GFDL_BIO_rcp85
8,2077,8/29/77,4.598725004,0,0,0,GFDL_BIO_rcp85
9,2077,9/5/77,4.730526783,0,0,0,GFDL_BIO_rcp85
9,2077,9/12/77,4.833800609,0,0,0,GFDL_BIO_rcp85
9,2077,9/19/77,4.799398718,0,0,0,GFDL_BIO_rcp85
9,2077,9/26/77,4.806921603,0,0,0,GFDL_BIO_rcp85
10,2077,10/3/77,4.884811848,0,0,0,GFDL_BIO_rcp85
10,2077,10/10/77,4.808516765,0,0,0,GFDL_BIO_rcp85
10,2077,10/17/77,4.710667333,0,0,0,GFDL_BIO_rcp85
10,2077,10/24/77,4.649387481,0,0,0,GFDL_BIO_rcp85
10,2077,10/31/77,4.711287081,0,0,0,GFDL_BIO_rcp85
11,2077,11/7/77,4.623490523,0,0,0,GFDL_BIO_rcp85
11,2077,11/14/77,4.324150719,0,0,0,GFDL_BIO_rcp85
11,2077,11/21/77,4.083189012,0,0,0,GFDL_BIO_rcp85
11,2077,11/28/77,3.756631358,0,0,0,GFDL_BIO_rcp85
12,2077,12/5/77,3.440548671,0,0,0,GFDL_BIO_rcp85
12,2077,12/12/77,3.329283917,0,0,0,GFDL_BIO_rcp85
12,2077,12/19/77,3.202231043,0,0,0,GFDL_BIO_rcp85
12,2077,12/26/77,3.112874613,0,0,0,GFDL_BIO_rcp85
1,2078,1/2/78,2.919817296,0,0,0,GFDL_BIO_rcp85
1,2078,1/9/78,2.224837783,0,0,0.289071989,GFDL_BIO_rcp85
1,2078,1/16/78,1.709734242,0,0.103355007,0.706731921,GFDL_BIO_rcp85
1,2078,1/23/78,1.512667041,0,0.179440463,0.82892655,GFDL_BIO_rcp85
1,2078,1/30/78,1.483947719,0.003041351,0.188553116,0.844164699,GFDL_BIO_rcp85
2,2078,2/6/78,1.239269919,0.003041351,0.334732373,0.923621087,GFDL_BIO_rcp85
2,2078,2/13/78,1.020114963,0.03646949,0.462700242,0.96333675,GFDL_BIO_rcp85
2,2078,2/20/78,0.843327911,0.091182517,0.581580236,0.990834745,GFDL_BIO_rcp85
2,2078,2/27/78,1.019290466,0.039498224,0.490076561,0.990836721,GFDL_BIO_rcp85
3,2078,3/6/78,1.321242534,0,0.2311254,0.941959962,GFDL_BIO_rcp85
3,2078,3/13/78,1.567292028,0,0.079000911,0.853345582,GFDL_BIO_rcp85
3,2078,3/20/78,1.817547081,0,0.018216213,0.679251027,GFDL_BIO_rcp85
3,2078,3/27/78,2.016416751,0,0,0.471818538,GFDL_BIO_rcp85
4,2078,4/3/78,2.215210328,0,0,0.194614217,GFDL_BIO_rcp85
4,2078,4/10/78,2.531448708,0,0,0,GFDL_BIO_rcp85
4,2078,4/17/78,2.802961694,0,0,0,GFDL_BIO_rcp85
4,2078,4/24/78,3.060266524,0,0,0,GFDL_BIO_rcp85
5,2078,5/1/78,3.276404892,0,0,0,GFDL_BIO_rcp85
5,2078,5/8/78,3.474781732,0,0,0,GFDL_BIO_rcp85
5,2078,5/15/78,3.752387612,0,0,0,GFDL_BIO_rcp85
5,2078,5/22/78,3.983023778,0,0,0,GFDL_BIO_rcp85
5,2078,5/29/78,4.152179409,0,0,0,GFDL_BIO_rcp85
6,2078,6/5/78,4.414220651,0,0,0,GFDL_BIO_rcp85
6,2078,6/12/78,4.673604802,0,0,0,GFDL_BIO_rcp85
6,2078,6/19/78,4.768643998,0,0,0,GFDL_BIO_rcp85
6,2078,6/26/78,4.765310507,0,0,0,GFDL_BIO_rcp85
7,2078,7/3/78,4.821419369,0,0,0,GFDL_BIO_rcp85
7,2078,7/10/78,4.835953625,0,0,0,GFDL_BIO_rcp85
7,2078,7/17/78,4.84184391,0,0,0,GFDL_BIO_rcp85
7,2078,7/24/78,4.798398977,0,0,0,GFDL_BIO_rcp85
7,2078,7/31/78,4.828773868,0,0,0,GFDL_BIO_rcp85
8,2078,8/7/78,4.889291133,0,0,0,GFDL_BIO_rcp85
8,2078,8/14/78,5.086776634,0,0,0,GFDL_BIO_rcp85
8,2078,8/21/78,5.070516283,0,0,0,GFDL_BIO_rcp85
8,2078,8/28/78,5.05960669,0,0,0,GFDL_BIO_rcp85
9,2078,9/4/78,5.067462977,0,0,0,GFDL_BIO_rcp85
9,2078,9/11/78,5.109149747,0,0,0,GFDL_BIO_rcp85
9,2078,9/18/78,5.210312664,0,0,0,GFDL_BIO_rcp85
9,2078,9/25/78,5.513983771,0,0,0,GFDL_BIO_rcp85
10,2078,10/2/78,5.657508063,0,0,0,GFDL_BIO_rcp85
10,2078,10/9/78,5.67923745,0,0,0,GFDL_BIO_rcp85
10,2078,10/16/78,5.690018231,0,0,0,GFDL_BIO_rcp85
10,2078,10/23/78,5.718009934,0,0,0,GFDL_BIO_rcp85
10,2078,10/30/78,5.740916012,0,0,0,GFDL_BIO_rcp85
11,2078,11/6/78,5.620954554,0,0,0,GFDL_BIO_rcp85
